Return_Trend,Momentum_Factor,Composite_Volatility,Latent_State_A,Latent_State_B,Latent_State_C,Tail_Kurtosis,Tail_Skew,Return_Trend_lag1,Momentum_Factor_lag1,Composite_Volatility_lag1,Latent_State_A_lag1,Latent_State_B_lag1,Latent_State_C_lag1,Tail_Kurtosis_lag1,Tail_Skew_lag1,Return_Trend_lag5,Momentum_Factor_lag5,Composite_Volatility_lag5,Latent_State_A_lag5,Latent_State_B_lag5,Latent_State_C_lag5,Tail_Kurtosis_lag5,Tail_Skew_lag5
0.009966607362872264,0.014376115613999124,-1.1054065311276435,-0.8636992930643382,-0.864586407184478,-0.8677076772652443,0.5434284783173791,0.008030737283901765,0.010966759227699777,0.015381140915384063,-1.102464314477276,-0.8662777959821983,-0.867068034699532,-0.8698472642773619,0.5962736545538125,-0.02165785843181159,0.004078269022924127,0.008451863779966071,-1.1263962086673354,-0.8745540294756817,-0.8752874237254714,-0.877182504589058,0.4213733080802178,0.06819907925914645
0.010910713857659514,0.015320987102318256,-1.1026859044970578,-0.8612196585071266,-0.862091077674925,-0.8654929476371601,0.5499021180819201,-0.012313629768092992,0.009966607362872264,0.014376115613999124,-1.1054065311276435,-0.8636992930643382,-0.864586407184478,-0.8677076772652443,0.5434284783173791,0.008030737283901765,0.008011956085045758,0.01235632984958894,-1.1122179254100684,-0.8721957187296712,-0.8730425611938452,-0.8756463691693491,0.40332812611946656,0.036164232836962205
0.02168298437493176,0.02614589112058221,-1.111233875494941,-0.8582231012258138,-0.8593004002287637,-0.8630162145258552,0.6194693631781547,0.04699785978047525,0.010910713857659514,0.015320987102318256,-1.1026859044970578,-0.8612196585071266,-0.862091077674925,-0.8654929476371601,0.5499021180819201,-0.012313629768092992,-0.006109523253129077,-0.0016875961016251202,-1.1056137378357218,-0.8704549765644128,-0.8709845122847554,-0.8738654137130596,0.45683661656831287,0.031916425185768406
0.036739574851767196,0.04114167588757295,-1.1089750317037672,-0.8543152411619022,-0.8557290030693758,-0.8601912690911196,0.8204764299573668,0.1439175323526284,0.02168298437493176,0.02614589112058221,-1.111233875494941,-0.8582231012258138,-0.8593004002287637,-0.8630162145258552,0.6194693631781547,0.04699785978047525,0.007929732528081494,0.012321992946292486,-1.101369625046384,-0.8685220019406896,-0.8692486759763586,-0.8719167986390618,0.49950991650355414,-0.011341507066774033
0.025065821853161994,0.029711829499004944,-1.1197087349277437,-0.8507446773951522,-0.8520178432621852,-0.8570556387959194,0.885548485893187,0.12063383202084837,0.036739574851767196,0.04114167588757295,-1.1089750317037672,-0.8543152411619022,-0.8557290030693758,-0.8601912690911196,0.8204764299573668,0.1439175323526284,0.010966759227699777,0.015381140915384063,-1.102464314477276,-0.8662777959821983,-0.867068034699532,-0.8698472642773619,0.5962736545538125,-0.02165785843181159
0.03118698848464478,0.03591437394706805,-1.1305588280794119,-0.8470398805657693,-0.8483618591613231,-0.8536466220192791,0.9145537527116465,0.013843650692923573,0.025065821853161994,0.029711829499004944,-1.1197087349277437,-0.8507446773951522,-0.8520178432621852,-0.8570556387959194,0.885548485893187,0.12063383202084837,0.009966607362872264,0.014376115613999124,-1.1054065311276435,-0.8636992930643382,-0.864586407184478,-0.8677076772652443,0.5434284783173791,0.008030737283901765
0.007914768210211306,0.012640205644961228,-1.134776114630843,-0.8443270221023583,-0.8451332394131474,-0.8501078458601692,0.8600627250564328,-0.05669302093925329,0.03118698848464478,0.03591437394706805,-1.1305588280794119,-0.8470398805657693,-0.8483618591613231,-0.8536466220192791,0.9145537527116465,0.013843650692923573,0.010910713857659514,0.015320987102318256,-1.1026859044970578,-0.8612196585071266,-0.862091077674925,-0.8654929476371601,0.5499021180819201,-0.012313629768092992
-0.013889986765345405,-0.00920235910697441,-1.1256799838044822,-0.8430776306178669,-0.8433208055026247,-0.8469468325981886,0.928274196066202,-0.15579420814025502,0.007914768210211306,0.012640205644961228,-1.134776114630843,-0.8443270221023583,-0.8451332394131474,-0.8501078458601692,0.8600627250564328,-0.05669302093925329,0.02168298437493176,0.02614589112058221,-1.111233875494941,-0.8582231012258138,-0.8593004002287637,-0.8630162145258552,0.6194693631781547,0.04699785978047525
-0.031647755128354146,-0.027007981464896805,-1.11759420136966,-0.8425288309675515,-0.8425381500542927,-0.8445037797736465,0.8907903921189808,-0.17177913884711937,-0.013889986765345405,-0.00920235910697441,-1.1256799838044822,-0.8430776306178669,-0.8433208055026247,-0.8469468325981886,0.928274196066202,-0.15579420814025502,0.036739574851767196,0.04114167588757295,-1.1089750317037672,-0.8543152411619022,-0.8557290030693758,-0.8601912690911196,0.8204764299573668,0.1439175323526284
-0.02343026322251611,-0.01894153822972973,-1.097321385558359,-0.8420707022845539,-0.8421092157499721,-0.8428275945494933,0.9133398304619997,-0.2762651546036631,-0.031647755128354146,-0.027007981464896805,-1.11759420136966,-0.8425288309675515,-0.8425381500542927,-0.8445037797736465,0.8907903921189808,-0.17177913884711937,0.025065821853161994,0.029711829499004944,-1.1197087349277437,-0.8507446773951522,-0.8520178432621852,-0.8570556387959194,0.885548485893187,0.12063383202084837
